keyword,lat,lng
25.307905,25.292713,51.427199
25.311,25.2926999,51.427171
25.311212,25.2926871,51.4271704
25°15'46.1"N 51°31'12.3"E,25.236064,51.551504
25°40'15.4"N 51°31'10.4"E,25.413174,51.395119
25°40'15.4"N 51°31'10.4"E,25.412869,51.395002
26°07'34.8"N 51°11'26.2"E,25.351312,51.502314
38-1,25.3049147,51.4862654
38-17,25.3049147,51.4862654
38-17-,25.3049147,51.4862654
38-17-960,25.3049147,51.4862654
42 882,25.360094,51.446262
42 882 ,25.360094,51.446262
42 m,-36.8941523,174.7782745
42 ma,-36.8941523,174.7782745
42 mah,-36.894148,174.7781611
42 mahu,-36.894148,174.7781611
42 mahura,-36.894148,174.7781611
42 mahurangi ,-36.894148,174.7781611
42 mahurangi East ,-36.8941483,174.7781517
42 mahurangi East Road,-36.894137,174.7781618
42 mahurangi East Road ,-36.8941483,174.7781517
4485 9333,25.373697,51.539968
61 53 8,25.2707956,51.5399206
61 53 89,25.2707956,51.5399206
61 53 893,25.2707956,51.5399206
61 53 893,25.2707943,51.539921
6FHV 3,25.310329,51.489421
6FHV 3,25.310208,51.489485
6FHV 3J,25.310329,51.489421
6FHV 3J,25.310208,51.489485
6FHV 3J9,25.310314,51.489393
6FHV 3J9,25.310371,51.489377
6FHV 3j,25.310329,51.489421
761 stre,25.2348618,51.5613833
7723 wind,29.729316,-95.501129
7723 winds,29.729316,-95.501129
7723 windsw,29.729316,-95.501129
7723 windswept,29.729453,-95.50115
7723 windswept ,29.729587,-95.501134
7723 windswept lane,29.729717,-95.501136
7F3M X4G,0.0,0.0
7GMM PQ3، الدوحة، قطر,25.195487,51.430722
7GMM PQ3، الدوحة، قطر,25.195468,51.430841
890 s,25.4908206,51.3735021
890 st,25.490822,51.373504
890 str,25.490822,51.373504
890 street ,25.490822,51.373504
931 u,25.4748147,51.3853473
931 umm,25.4748147,51.3853473
931 ummsala,25.4748148,51.3853887
931 ummsalal,25.4748148,51.3853887
931 ummsalal ,25.4748148,51.3853887
931 ummsalal al,25.4748274,51.3853967
931 ummsalal ali,25.4748184,51.3853726
960/17,25.3049241,51.4862581
960/17/,25.3049241,51.4862581
960/17/3,25.3049241,51.4862581
960/17/38,25.3049241,51.4862581
ABDUL RA,25.2716355,51.5107644
ABDUL RAH,25.271637,51.5107619
ABDUL RAHMA,25.271637,51.5107619
ABDUL RAHMAN ,25.271637,51.5107619
ABDUL RAHMAN AL,25.271637,51.5107618
ABDUL RAHMAN AL ,25.271637,51.5107618
ABDUL RAHMAN AL DA,25.271637,51.5107618
ABDUL RAHMAN AL DAK,25.2716385,51.5107619
ABDUL RAHMAN AL DAKHI,25.2716385,51.5107619
ABDUL RAHMAN AL DAKHIL,25.2716385,51.5107619
ABU SE,25.2716345,51.5107606
ABU SED,25.2716345,51.5107606
ABU SEDA,25.2716342,51.5107602
ABU SEDAI,25.2716342,51.5107602
ABU SEDAIR,25.2716343,51.5107595
ABU SEDAIRA,25.2716343,51.5107595
AL G,25.160526,51.602016
AL Ga,25.160526,51.602016
AL Gam,25.160526,51.602016
AL Gami,25.160526,51.602016
AL Gamiy,25.160526,51.602016
AL Gamiya,25.160526,51.602016
AL Gamiya ,25.160526,51.602016
AL Gamiya c,25.160526,51.602016
AL Gamiya ca,25.160526,51.602016
AL Gamiya can,25.160526,51.602016
AL Gamiya ce,25.160526,51.602016
AL Gamiya cen,25.160526,51.602016
AL Gamiya cent,25.160526,51.602016
AL Gamiya cente,25.160526,51.602016
AL Gamiya center,25.160526,51.602016
AL Gamiya enter,25.160526,51.602016
AL I,25.2613343,51.507112
AL IMA,25.2571756,51.5063003
AL IMA,25.2613343,51.507112
AL IMAM ,25.2571756,51.5063003
AL IMAM ,25.2613343,51.507112
AL IMAM M,25.2613307,51.5071149
AL IMAM MU,25.25718,51.5063
AL IMAM MU,25.2613307,51.5071149
AL IMAM MUS,25.25718,51.5063
AL IMAM MUS,25.2613307,51.5071149
AL IMAM MUSIM,25.2571799,51.5063
AL IMAM MUSIM,25.2613335,51.5071117
AL IMAM MUSLIM,25.2613307,51.5071149
AL MI,25.258456,51.5222023
AL MI,25.2584766,51.5222372
AL MIS,25.258456,51.5222023
AL MIS,25.2584766,51.5222372
AL MISH,25.2584766,51.5222372
AL MISHAA,25.258456,51.5222023
AL MISHAA,25.2584766,51.5222372
AL MISHAAL,25.258456,51.5222023
AL MISHAAL,25.2584766,51.5222372
AL O,25.258456,51.5222023
AL R,25.2716373,51.5107614
AL REE,25.2716373,51.5107614
AL REEM,25.2716371,51.5107618
AL S,25.271657,51.5107912
AL S,25.2716238,51.5107902
AL SH,25.271657,51.5107912
AL SHA,25.271657,51.5107912
AL SHA,25.2716238,51.5107902
AL SHAM,25.2716472,51.5107852
AL SHAM,25.2716058,51.5108053
AL SHAMA,25.2716435,51.5107855
AL SHAMAI,25.2716435,51.5107855
AL SHAMAILL,25.2716435,51.5107855
AL SHAMI,25.2716058,51.5108053
AL SHAMILL,25.2716058,51.5108053
AL garage street 27,25.220184,51.519449
AL n,25.22063,51.533008
AL na,25.220575,51.532804
AL nagarage street 27,25.220184,51.519449
AL naz,25.220513,51.532599
AL naze,25.220451,51.53238
AL nazer,25.220451,51.53238
AL nazer ,25.220133,51.531184
AL nazer g,25.21972,51.529352
AL nazer ga,25.219694,51.529169
AL nazer gar,25.219694,51.529169
AL nazer gara,25.219662,51.528982
AL nazer garag,25.219636,51.528781
AL nazer garage,25.219636,51.528781
AL nazer garage ,25.219604,51.528587
AL nazer garage s,25.219555,51.52821
AL nazer garage st,25.219529,51.528014
AL nazer garage str,25.219497,51.527817
AL nazer garage stree,25.219454,51.527424
AL nazer garage street,25.219454,51.527424
AL nazer garage street ,25.219438,51.527232
AL nazer garage street 2,25.21939,51.526457
AL nazer garage street 27,25.219382,51.526265
AL nazer garage street 27,25.219377,51.525676
AL nazergarage street 27,25.22014,51.519626
AL nazgarage street 27,25.22014,51.519626
AL ngarage street 27,25.220184,51.519449
AL w,25.2879246,51.4807092
AL wa,25.2879246,51.4807092
AL wakk,25.2890195,51.4795003
AL wakka,25.2890195,51.4795003
AL wakkar,25.2890195,51.4795003
AL wakkara,25.2890195,51.4795003
AL wakkara ,25.289579,51.4788851
ARumaila hospital,25.209669,51.530389
Abu  grocery ,25.242014,51.499161
Abu Dhabi,39.895326,32.699861
Abu Ma grocery ,25.242014,51.499161
Abu Mamoura grocery ,25.242014,51.499161
Abu Mamoura grox,25.242014,51.499161
Abu al ,25.1683957,51.5978714
Abu al ,25.1683943,51.5978589
Abu al  ,25.1684572,51.5976402
Abu al  h,25.1684624,51.5976294
Abu al  heer,25.1684624,51.5976294
Abu al  heera,25.1684653,51.5976519
Abu al  heeran,25.1684653,51.5976519
Abu al h,25.1683943,51.5978589
Abu al he,25.1683969,51.5978716
Abu al hera,25.1683956,51.5978662
Abu al heran,25.1683956,51.5978662
Abu d,39.895326,32.699861
Abu dh,39.895326,32.699861
Abu dha,39.895326,32.699861
Abu dhab,39.895326,32.699861
Abu dhabi,39.895326,32.699861
Abu grocery ,25.242014,51.499161
Abu ham,25.270961,51.5374118
Abu hamou,25.242014,51.499161
Abu hamou grocery ,25.242014,51.499161
Abu hamour grocery ,25.241962,51.499164
Abu hamu,25.1651775,51.4265611
Abu hamur,25.1651775,51.4265611
Abu hamur S,25.1651775,51.4265611
Abu hamur Sa,25.1651775,51.4265611
Abu hamur Saf,25.1651786,51.4265706
Abu hamur Safa,25.1651786,51.4265706
Abu hamur Safari,25.1651786,51.4265706
Abu humour ,25.2340572,51.5083311
Abu humour f park,25.2340621,51.5083958
Abu humour f park,25.2340747,51.5084036
Abu humour famil park,25.2340747,51.5084036
Abu humour family park,25.2340836,51.5083979
Abu humour fi park,25.2340621,51.5083958
Abu humour fi park,25.2340747,51.5084036
Abu humour fil park,25.234066,51.5084065
Abu humour fily park,25.234066,51.5084065
Abu humour park,25.2340577,51.5083607
Abu qar,25.1290812,51.4262488
Abu qarn,25.1290812,51.4262488
Adar Thattakadu,25.273738,51.499899
Adar th,25.273738,51.499899
Adar tha,25.273738,51.499899
Adar thatt,25.273738,51.499899
Adar thattu,25.273738,51.499899
Adar thattuk,25.273738,51.499899
Adar thattuka,25.273738,51.499899
Adar thattukad,25.273738,51.499899
Adar thattukada,25.273738,51.499899
Ahmed bi,25.301064,51.4881414
Ahmed bin ,25.3010639,51.4881414
Ahmed bin Ali ,25.3010639,51.4881414
Ahmed bin Ali s,25.3010521,51.4880808
Ain Khalid,25.326715,51.348022
Ain Khalid,25.229433,51.506619
Ain Khalid,25.365077,51.432244
Ain Khalid,25.365064,51.432324
Ain Khalid,25.360866,51.437292
Ain Khalid ,25.254295,51.536731
Ain k,25.326715,51.348022
Ain k,25.229433,51.506619
Ain k,24.976244,51.535113
Ain k,25.365077,51.432244
Ain kh,24.976244,51.535113
Ain kha,24.976244,51.535113
Ain khal,24.976357,51.534951
Ain khali,24.976357,51.534951
Ain khalid,25.326715,51.348022
Ain khalid,25.254295,51.536731
Ain khalid,25.229433,51.506619
Ain khalid,24.976474,51.534795
Al A,25.253071,51.489757
Al A,25.254418,51.492053
Al Abeer,25.186916,51.559769
Al Ali e,25.288744,51.5416472
Al Ali en,25.288744,51.5416472
Al Ali eng,25.2889962,51.5416655
Al Ali engi,25.2889962,51.5416655
Al Am,25.281101,51.519203
Al Ama,25.281101,51.519203
Al Aman,25.281101,51.519203
Al Aman ,25.281101,51.519203
Al Aman c,25.281101,51.519203
Al Aman ca,25.281101,51.519203
Al Aman car,25.281101,51.519203
Al Aman car ,25.281101,51.519203
Al Aman car a,25.281101,51.519203
Al Aman car ac,25.281101,51.519203
Al Aman car acc,25.281101,51.519203
Al Aman car f,25.281101,51.519203
Al Aman car fo,25.281101,51.519203
Al Aman car for,25.281101,51.519203
Al Aman car for ,25.281101,51.519203
Al Aman car for a,25.281101,51.519203
Al Aman car for ac,25.281101,51.519203
Al Aman car for acc,25.281101,51.519203
Al Aman car for acce,25.281101,51.519203
Al Aman car for acces,25.281101,51.519203
Al Aman car for access,25.281101,51.519203
Al Aman car for accesso,25.281101,51.519203
Al Aman car for accessor,25.281101,51.519203
Al Aman car for accessories,25.281101,51.519203
Al Aman car for accessories ,25.281101,51.519203
Al Ar,25.253152,51.4899
Al Ar,25.254316,51.491882
Al Ara,25.253152,51.4899
Al Arab,25.253152,51.4899
Al Arabi,25.253232,51.490031
Al Azizia,25.3854266,51.3437264
Al Fina’a,25.1473539,51.5682506
Al Furjan ,25.233165,51.537676
Al Furjan ma,25.233165,51.537676
Al Furjan mar,25.233165,51.537676
Al Furjan mark,25.233165,51.537676
Al Furjan marke,25.233165,51.537676
Al Furjan market,25.233165,51.537676
Al Furjan market ,25.233165,51.537676
Al Furjan market 3,25.233165,51.537676
Al Furjan market 33,25.233165,51.537676
Al Furjan market 33 ,25.233165,51.537676
Al Kharaej Residential Tower 20,25.236679,51.451723
Al Khor ,25.298134,51.410771
Al Khor s,25.298134,51.410771
Al Khor st,25.298134,51.410771
Al Khor sta,25.298134,51.410771
Al Khor str,25.298134,51.410771
Al Khor street,25.298134,51.410771
Al Khor street ,25.298134,51.410771
Al Khor street 77,25.298134,51.410771
Al Khor street 774,25.298134,51.410771
Al Khor street 774 ,25.298134,51.410771
Al Mahdi ,25.173991,51.611037
Al Mahdi  ,25.173922,51.610985
Al Mahdi  Wakrah,25.173993,51.610527
Al Mahdi  w,25.173922,51.610985
Al Mahdi  wa,25.173922,51.610985
Al Mahdi  wak,25.173922,51.610985
Al Mahdi  wakr,25.173922,51.610985
Al Mahdi  wakra,25.173922,51.610985
Al Maqareen,25.312864,51.446789
Al Mirqab,25.308672,51.486801
Al Mirqab ,25.308672,51.486801
Al Mirqab m,25.308672,51.486801
Al Mirqab ma,25.308672,51.486801
Al Mirqab mall,25.308672,51.486801
Al Noor ,25.218598,51.495681
Al Noor compound 1,25.149659,51.534796
Al Noor compound thumama,25.240526,51.569887
Al Noor compound thumama,25.149611,51.534777
Al Noor p,25.218598,51.495681
Al Noor pe,25.218598,51.495681
Al Noor pet,25.218598,51.495681
Al Noor petr,25.218598,51.495681
Al Noor petro,25.218598,51.495681
Al Noor petrol,25.218598,51.495681
Al Osra,25.199898,51.505812
Al Rumaila hospital,25.209623,51.530208
Al S,0.0,0.0
Al Sa,0.0,0.0
Al Sad,0.0,0.0
Al Sadd,0.0,0.0
Al Shara ,25.462258,51.396013
Al Shara h,25.462258,51.396013
Al Shara ho,25.462258,51.396013
Al Shara hot,25.462258,51.396013
Al Shara hote,25.462258,51.396013
Al Shara hotel,25.462258,51.396013
Al Thakeera Beach,25.371823,51.22525
Al Wa,25.2310228,51.4126446
Al Wa hospital emergency,25.165153,51.588801
Al Waab,25.424815,51.407477
Al Wafa,25.2309479,51.4125499
Al Wafa r,25.2310228,51.4126446
Al Wafa ro,25.2310228,51.4126446
Al Wafa tl,25.2309479,51.4125499
Al Wafa to,25.2309478,51.4125498
Al Wafa tow,25.2308868,51.412577
Al Wafa towe,25.2309478,51.4125498
Al Wafa tower,25.2309261,51.412574
Al Wafa tower,25.2309479,51.41255
Al Wafa tower ,25.2309261,51.412574
Al Wafaa ,25.2309479,51.41255
Al Wagga ,25.2310228,51.4126446
Al Wakr hospital emergency,25.165153,51.588801
Al Wakra hospital emergency,25.165153,51.588801
Al Wakrah hospital ,25.165153,51.588801
Al Wakrah hospital e,25.165153,51.588801
Al Wakrah hospital eme,25.165153,51.588801
Al Wakrah hospital emergency,25.165153,51.588801
Al Wakrah hospital g,25.165153,51.588801
Al Wakrah hospital ga,25.165153,51.588801
Al Wakrah hospital gat,25.165153,51.588801
Al Wakrah hospital gate,25.165153,51.588801
Al Wakrah hospital gate ,25.165153,51.588801
Al Wakrah hospital gate 6,25.165153,51.588801
Al Waukesha h,25.165155,51.588737
Al Waukesha hos,25.165155,51.588737
Al Waukesha hosp,25.165155,51.588737
Al Waukesha hospi,25.165155,51.588737
Al Waukesha hospit,25.165155,51.588737
Al Waukesha hospital,25.165155,51.588737
Al Waukesha hospital ,25.165155,51.588737
Al Waukesha hospital ,25.165153,51.588801
Al Waukesha hospital e,25.165153,51.588801
Al Waukesha hospital emer,25.165153,51.588801
Al Waukesha hospital emerg,25.165153,51.588801
Al Waukesha hospital emergenc,25.165153,51.588801
Al Waukesha hospital emergency,25.165153,51.588801
Al Waukesha hospital g,25.165155,51.588737
Al Waukesha hospital g,25.165153,51.588801
Al Waukesha hospital ga,25.165155,51.588737
Al Waukesha hospital gate,25.165153,51.588801
Al Waukesha hospital gate ,25.165153,51.588801
Al Waukesha hospital gate 6,25.165153,51.588801
Al a,25.186999,51.561909
Al a,25.245516,51.55569
Al a,25.1679083,51.5981487
Al a,25.281101,51.519203
Al a,25.1902894,51.4495868
Al ab,25.186999,51.561909
Al abrer,25.186993,51.561788
Al ain,25.1684252,51.5977795
Al ali,25.2885959,51.5416825
Al am,25.281101,51.519203
Al ama,25.281101,51.519203
Al aman,25.281101,51.519203
Al ar,25.245516,51.55569
Al ar,25.1901177,51.4491893
Al arabi ,25.324627,51.437838
Al arabi spo,25.324627,51.437838
Al arabi sports,25.324627,51.437838
Al arabi sports ,25.324627,51.437838
Al arabi sports cl,25.324627,51.437838
Al arabi sports cli,25.324627,51.437838
Al arabi sports clib,25.324627,51.437838
Al arabi sports club,25.324627,51.437838
Al arabi spotte,25.324627,51.437838
Al are,25.245553,51.555813
Al arz,25.245516,51.55569
Al arz,25.1901177,51.4491893
Al as,25.1679083,51.5981487
Al ash,25.1679125,51.5981444
Al ashw,25.1679623,51.5981212
Al ashwa,25.1679623,51.5981212
Al ashwal,25.1679623,51.5981212
Al ashwal,25.168039321899414,51.598026275634766
Al b,25.1560373,51.4512593
Al b,25.1560424,51.4512601
Al b,25.1560495,51.451262
Al b,25.1560498,51.4512626
Al b,25.156061,51.4513937
Al ba,25.1560495,51.451262
Al bai,25.1560495,51.451262
Al baid,25.1560495,51.451262
Al baida,25.1560492,51.4512624
Al be,25.1560498,51.4512628
Al beda,25.1560498,51.4512628
Al beda,25.156061,51.4513933
Al bedaiya,25.1560498,51.4512628
Al bedaiya,25.156061,51.4513933
Al bedaiya ,25.156061,51.4513933
Al bi,25.1560389,51.4512595
Al bi,25.1560424,51.4512601
Al bia,25.1560438,51.4512604
Al biada,25.1560438,51.4512604
Al bid,25.1560424,51.4512601
Al bida,25.1560389,51.4512595
Al biday,25.1560397,51.4512597
Al bidaya,25.1560397,51.4512597
Al d,25.316404,51.448486
Al d,25.315235,51.449499
Al d,25.313394,51.448606
Al d,25.312109,51.447035
Al da,25.316404,51.448486
Al da,25.315178,51.44953
Al da,25.312109,51.447035
Al dab,25.313394,51.448606
Al dan,25.316404,51.448486
Al dan,25.315067,51.4496
Al dan,25.312057,51.446928
Al dana,25.315067,51.4496
Al dana,25.312057,51.446928
Al dana ,25.316404,51.448486
Al dana ,25.313335,51.44864
Al dana ,25.2725858,51.5103417
Al dana g,25.316441,51.448532
Al dana ga,25.313212,51.448715
Al dana gar,25.316441,51.448532
Al dana gar,25.31312,51.44876
Al dana gard,25.316441,51.448532
Al dana gard,25.31312,51.44876
Al dana garde,25.313076,51.448788
Al dana garden,25.313076,51.448788
Al dana garden ,25.313076,51.448788
Al dana garden co,25.313076,51.448788
Al dana garden com,25.313076,51.448788
Al dana garden comp,25.313076,51.448788
Al dana t,25.2725912,51.51033
Al dana to,25.2725912,51.51033
Al dana tow,25.2725876,51.510315
Al dana tower,25.2725876,51.510315
Al dana towt,25.2725876,51.510315
Al dee,25.16843,51.5978762
Al deema,25.1684438,51.5978651
Al e,25.173559,51.566618
Al e,25.264715,51.518401
Al e,25.264689,51.518413
Al e,25.332352,51.464131
Al es,25.332352,51.464131
Al esr,25.332303,51.464201
Al esraa,25.332088,51.464666
Al esraa ,25.332106,51.465167
Al esraa me,25.332708,51.466959
Al esraa medi,25.332708,51.466959
Al ew,25.173559,51.566618
Al ewi,25.173559,51.566618
Al ewin,25.173559,51.566618
Al ewina,25.173559,51.566618
Al ewina ,25.173559,51.566618
Al ewina p,25.173559,51.566618
Al ewina pa,25.173559,51.566618
Al ewina par,25.173559,51.566618
Al ewina park,25.173559,51.566618
Al ex,25.264677,51.518366
Al ex str,25.264689,51.518413
Al ex stree,25.264689,51.518413
Al ex street ,25.264689,51.518413
Al ezz,25.264715,51.518401
Al ezz,25.264689,51.518413
Al f,25.1683957,51.597898
Al f,25.233165,51.537676
Al far,25.2867485,51.5272242
Al fara,25.1683957,51.597898
Al fardan ,25.3683877,51.5605244
Al fardan gardens,25.3683877,51.5605244
Al fu,25.233165,51.537676
Al fur,25.233165,51.537676
Al furja,25.233165,51.537676
Al furjan,25.233165,51.537676
Al fursaan,25.3010641,51.4881766
Al fusaa,25.3010682,51.4881556
Al fusaan,25.301067,51.4881715
Al g,25.1682199,51.5973981
Al g,0.0,0.0
Al ga,0.0,0.0
Al gar,0.0,0.0
Al gara,0.0,0.0
Al garaf,0.0,0.0
Al garafa,0.0,0.0
Al garafa ,0.0,0.0
Al garafa e,0.0,0.0
Al garafa ex,0.0,0.0
Al garafa ex ,0.0,0.0
Al garafa ex c,0.0,0.0
Al garafa ex change ,0.0,0.0
Al garafa ex change Bancroft,0.0,0.0
Al garafa ex change b,0.0,0.0
Al garafa ex change ba,0.0,0.0
Al garafa ex change ban,0.0,0.0
Al garafa ex change banc,0.0,0.0
Al garafa ex change banck,0.0,0.0
Al garafa ex change bank,0.0,0.0
Al garafa ex chi,0.0,0.0
Al garafa ex chin,0.0,0.0
Al garafa ex ching,0.0,0.0
Al garafa ex chinge,0.0,0.0
Al gardan ,25.2867565,51.5271897
Al gh,25.1681574,51.5973365
Al gha,25.1682164,51.5974214
Al ghad,25.1682164,51.5974214
Al h,25.1684048,51.5978716
Al h,25.3006666,51.4926281
Al h,25.1681609,51.5982336
Al h,25.2459181,51.476367
Al ha,25.317195,51.476973
Al ha,25.2280615,51.5409025
Al ha,25.1684048,51.5978716
Al ha,25.2459181,51.476367
Al haj,25.1684048,51.5978716
Al hajl,25.1683867,51.5979043
Al hajla,25.1683867,51.5979043
Al haw,25.317195,51.476973
Al hawa,25.317195,51.476973
Al haway,25.317195,51.476973
Al hawaye,25.317195,51.476973
Al hawayee,25.317195,51.476973
Al hawayer,25.317195,51.476973
Al hawayer,25.317151,51.477029
Al hawayer ,25.317195,51.476973
Al hawayer s,25.317195,51.476973
Al hawayer st,25.317195,51.476973
Al haz,25.2280615,51.5409025
Al haz,25.2459181,51.476367
Al hazm,25.2459181,51.476367
Al he,25.1681609,51.5982336
Al her,25.1681685,51.5982112
Al hera,25.1681685,51.5982112
Al herai,25.1682205,51.5980974
Al herait,25.1682205,51.5980974
Al ho,25.3006666,51.4926281
Al huda ,25.2742463,51.4902085
Al huda eng,25.2733664,51.4897385
Al i,25.1683245,51.5980375
Al i,25.1684153,51.5977508
Al inne ,25.1683232,51.5980355
Al inne tt,25.1683306,51.5980538
Al inne ttha,25.1683271,51.5980718
Al inne tthad,25.1683172,51.5980817
Al inne tthadd,25.1683252,51.5980736
Al j,25.298134,51.410771
Al j,25.1683798,51.5977831
